conv_id,context,prompt,speaker_utterance,listener_utterance,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,empathy
hit:8023_conv:16046,anxious,I was planning on going to a concert last night but I didn't go because I ended up not wanting to go by myself. I feel like I'm going to regret not going.,I was planning on going to a concert but ended up not going at the last minute because I didn't want to go by myself. I feel like I'm going to regret not going.,That really stinks. I bet you felt really lonely and filled my regret.,0.2551111111111111,0.059777777777777784,0.04311111111111112,-0.38,-0.022,-0.3012,34,13,1
hit:11628_conv:23256,sad,My cat died the other day.,Man.....my cat died:( I feel horrible.,"That's awful, how did your cat die?",-0.21949999999999997,0.1845,-0.1545,-0.494,0.20733333333333334,-0.2806666666666667,6,7,2
hit:11628_conv:23256,sad,My cat died the other day.,Old age. she had a good life but it's still tearing me up.,"I understand, I have 4 cats myself. The oldest is 14.",0.6113333333333334,-0.19400000000000003,0.2373333333333333,0.456,-0.318,0.07066666666666666,13,11,2
hit:3359_conv:6719,devastated,My dog since childhood died a few days ago. It was heartbreaking_comma_ and it made me very sad,My dog since childhood died a few days ago,I'm so sorry to hear that. I love my dog,0.05039999999999998,-0.1552,-0.2664,0.435,-0.09500000000000001,-0.132,9,10,2
hit:3359_conv:6719,devastated,My dog since childhood died a few days ago. It was heartbreaking_comma_ and it made me very sad,"Yea, it was heart breaking as he's always been that loyal best friend",He can live on in memories perhaps,0.6900000000000001,-0.20499999999999996,0.1975,0.556,-0.05933333333333335,0.13533333333333333,13,7,2
hit:5218_conv:10437,confident,I knew i would win the lotory.,I knew i would win the lottory.,Cool congrats I can never win those,0.42,0.10600000000000001,0.315,0.702,0.16,0.449,7,7,1
hit:5218_conv:10437,confident,I knew i would win the lotory.,I know i will win all of them.,Well aren't you the Lucky the Leprechaun...how much have you won so far,0.5933333333333334,-0.02466666666666667,0.5513333333333333,0.377,0.09,0.20999999999999996,8,13,1
hit:7216_conv:14432,annoyed,One of my friends really loves to play devil's advocate. It really makes me mad sometimes.,One of my friends loves to be really irritating by playing devil's advocate to everything.,yea i know that tilts me so hard,0.25766666666666665,-0.03133333333333335,0.127,0.0915,0.015,0.1275,15,8,1
hit:7216_conv:14432,annoyed,One of my friends really loves to play devil's advocate. It really makes me mad sometimes.,He's quite the piece of garbage.,yea i bet he is,-0.166,-0.245,-0.441,0.136,0.11000000000000001,-0.096,6,5,1
hit:2201_conv:4403,impressed,My son's football team hadn't been performing very well at all. They still got to participate in a tournament at the end of the season. They ended up winning all the tournament games! ,"My son's football team did not perform well at all during the season, but they still got to do a tournament at the end.",That's pretty cool. Did they win any games in the tournament?,0.3091428571428571,0.0922857142857143,0.14485714285714288,0.6464000000000001,0.31120000000000003,0.3336,24,11,3
hit:2201_conv:4403,impressed,My son's football team hadn't been performing very well at all. They still got to participate in a tournament at the end of the season. They ended up winning all the tournament games! ,They ended up winning all the tournament games!,Well that's amazing!,0.34299999999999997,0.37,0.288,0.812,0.674,0.698,8,3,3
hit:7411_conv:14823,devastated,I was keeping my savings at home in safe. My house was recently robbed. The safe is gone also_comma_,I was keeping my savings at home in safe. My house was recently robbed. The safe is gone also.,Oh no! Did you have any sort of security cameras to see who did it?,0.3668571428571429,-0.49799999999999994,0.17999999999999997,0.4168,-0.32199999999999995,0.11160000000000003,19,15,3
hit:7411_conv:14823,devastated,I was keeping my savings at home in safe. My house was recently robbed. The safe is gone also_comma_,They were hidden their faces and wearing gloves. I don't think that the police will be to find them. I feel totally destroyed.,That's horrible. I hope you can find a way to recoup what was lost quickly and move on.,0.1392727272727273,-0.08254545454545453,0.05290909090909093,0.17155555555555557,0.0991111111111111,0.02666666666666668,23,18,3
hit:1864_conv:3728,excited,I am excited for the new super smash bros game coming out for the switch soon,I am excited for the new super smash bros game coming out for the switch soon,Sounds interesting. I'd love to check that out!,0.35771428571428576,0.2911428571428572,0.1722857142857143,0.6074999999999999,0.21,0.20199999999999999,16,8,2
hit:1864_conv:3728,excited,I am excited for the new super smash bros game coming out for the switch soon,"You should, it is worth a look!","It's a Mario-type game, isn't it?",0.591,-0.06099999999999999,0.504,0.235,0.07199999999999998,-0.14300000000000002,7,6,2
hit:8797_conv:17594,angry,My neighbors had a fight the other night. They were slammming and breaking things. It was 2am and I had to work at 7.,My neighbors had a really loud fight the other night at 2am.,"Have they gotten in fights like that before, and did the police get called?",0.13240000000000002,0.036799999999999986,0.11040000000000001,0.22399999999999998,0.2925,0.376,12,14,3
hit:8797_conv:17594,angry,My neighbors had a fight the other night. They were slammming and breaking things. It was 2am and I had to work at 7.,"Not quite as loud, but they have before. They break up about once a month. I think the police did come.","Yuck, I used to live in a rough area and that kind of thing would happen. It gets really old fast.",0.21466666666666667,-0.12766666666666662,0.219,0.20155555555555557,-0.0628888888888889,0.01822222222222222,21,21,3
hit:2146_conv:4293,caring,I felt very caring when I got this new dog in who has been abused. She deserves a lot of care.,Well I recently rescued another abused dog and I feel so protective towards her. She is so docile and she was so starved. I just want to keep her safe.,I am so happy for you and the dog,0.19,0.028222222222222235,-0.0033333333333333487,0.704,0.235,0.17900000000000002,30,9,2
hit:2146_conv:4293,caring,I felt very caring when I got this new dog in who has been abused. She deserves a lot of care.,Thanks! She is finally not so hungry after a week of eating a few times a day! Poor thing,I am sure she will be okay,0.08200000000000002,-0.23244444444444445,-0.2242222222222222,0.42200000000000004,-0.322,0.528,19,7,2
hit:7442_conv:14885,faithful,The time a girl tried to kiss me at a party. I already had a girlfriend.,I had to stand back when this girl tried to kiss me.,Why?,0.33666666666666667,-0.006666666666666636,-0.016666666666666663,0.0,0.0,0.0,12,1,2
hit:7442_conv:14885,faithful,The time a girl tried to kiss me at a party. I already had a girlfriend.,"I'm already taken, can't be unfaithful.",Well that's good that yo didnt do it,-0.938,0.612,-0.404,0.876,-0.264,0.068,6,8,2
hit:5929_conv:11858,excited,Going to some mma fights!,I can't wait for Saturday!,What happens on Saturday?,-0.552,-0.666,-0.472,0.0,0.0,0.0,5,4,3
hit:5929_conv:11858,excited,Going to some mma fights!,I'm going to an MMA show in Louisville.  There's going to be a bunch of awesome fights!,That sounds really cool. Have fun!,0.3624,0.2536,0.37839999999999996,0.7120000000000001,0.3373333333333333,0.23066666666666671,17,6,3
hit:9005_conv:18010,disappointed,I left the front door unlocked this morning and our dog got out. I can't believe I would be so careless. ,I left the front door unlocked this morning and our dog got out. I can't believe I would be so careless.,I'm sure that he will turn up soon. I really hope that you find him.,0.12525,-0.28575,-0.1275,0.478,-0.23,0.297,21,15,3
hit:9005_conv:18010,disappointed,I left the front door unlocked this morning and our dog got out. I can't believe I would be so careless. ,We have been driving around all evening looking for him. He really is my best friend.,Maybe check your local animal shelters? Sometimes they are taken there by people who find them. ,0.414,-0.342,-0.010666666666666666,0.26066666666666666,-0.16166666666666668,0.07200000000000001,16,16,3
hit:1036_conv:2073,afraid,scared that my daughter will grow up and be bad ,I know its probably too soon to tell but I am afraid my daughter is going to be a difficult teenager! ,Hah... I have a teenage sister. I can agree. But they can have their good moments. I hope for the best for you.,0.12000000000000001,-0.018857142857142867,-0.01428571428571429,0.61675,-0.2895,0.13225,21,23,3
hit:1036_conv:2073,afraid,scared that my daughter will grow up and be bad ,Thanks! Thats nice of you. ,"With the way you sound, I'm sure you'll have the patience and the wisdom to raise her the right way through the teenage years anyway.",0.848,-0.08600000000000001,0.11099999999999999,0.41479999999999995,-0.284,0.1544,5,25,3
hit:7731_conv:15463,proud,There was a hula hoop contest and a bunch of kids entered. My daughter won! ,My daughter entered a hula hoop contest with a lot of kids. She won first prize! ,That's so cool!  You must be proud.  I'm terrible at hula hooping,0.43171428571428566,-0.072,0.03228571428571429,0.13000000000000003,0.2355,0.3495,16,12,3
hit:7731_conv:15463,proud,There was a hula hoop contest and a bunch of kids entered. My daughter won! ,I tried and lost in the first round! She is more coordinated than me!,It takes a lot more skill than it appears to!,-0.08266666666666667,0.06466666666666666,-0.16866666666666666,0.4706666666666666,-0.0313333333333333,0.033999999999999996,14,10,3
hit:8921_conv:17843,excited,The Ryder Cup golf tournament is coming up in September and I can't wait. I've been watching this tournament since I was a kid and love the format.,I'm getting really psyched about the upcoming Ryder Cup golf tournament. I've been watching it since I was a kid.,"I'm fascinated by how people can watch golf, I always found it really boring, but if you enjoy it then great!",0.332,-0.1288,-0.14520000000000002,0.366,-0.03224999999999998,0.08324999999999999,20,21,3
hit:8921_conv:17843,excited,The Ryder Cup golf tournament is coming up in September and I can't wait. I've been watching this tournament since I was a kid and love the format.,"I've been around the game all my life and just love both playing and watching. I'd imagine that, if you don't play, it would be pretty boring!","Oh that totally changes things I guess, makes sense.",0.4465,0.07800000000000003,0.011999999999999983,0.333,-0.16033333333333336,-0.011999999999999999,27,9,3
hit:5492_conv:10985,grateful,I just bought a new car because of my new job and I am very happy,I am feeling good because I got myself a gift recently.,I love self gifts. what was it,0.7493333333333334,-0.17600000000000005,0.032,0.7226666666666667,-0.04800000000000001,0.10399999999999998,11,7,2
hit:5492_conv:10985,grateful,I just bought a new car because of my new job and I am very happy,I recently upgraded my car due to a raise I got. I am very happy,Thats pretty cool,0.6115,0.15,0.252,0.76,0.056,0.342,15,3,2
hit:11399_conv:22799,excited,I am going on a vacation soon and can not wait.,I can't wait. im going to Europe here soon!,Oh how exciting! Where are you going?,-0.552,-0.666,-0.472,0.9,0.584,0.578,9,7,3
hit:11399_conv:22799,excited,I am going on a vacation soon and can not wait.,"All over, my uncle said it's a suprise.",You are going to have such a great time and make memories you will cherish the rest of your life,0.306,-0.49,0.156,0.6031111111111112,-0.1508888888888889,0.23911111111111114,8,20,3
hit:11399_conv:22799,excited,I am going on a vacation soon and can not wait.,Aw thank you! Yea i am not really fniancially stable so this is a big thing for me.,You enjoy it a lot of people never travel so be thankful for the experience and soak up everything like a sponge,0.47400000000000003,-0.2884,0.12199999999999997,0.44819999999999993,-0.1708,0.046599999999999996,18,22,3
hit:11399_conv:22799,excited,I am going on a vacation soon and can not wait.,I think i got that perspective down!,"I would agree that you do, enjoy your trip!",0.474,-0.122,0.32199999999999995,0.6165,0.020000000000000018,0.13,7,9,3
hit:6595_conv:13191,disappointed,I thought I would get to meet my brother for lunch today. He had to cancel at the last minute_comma_ which made me sad.,My brother was supposed to meet me for lunch today. I was so excited because I never get to see him.,"What happen, did he make it?",0.46199999999999997,-0.060249999999999984,0.024250000000000008,0.361,0.09000000000000001,0.030999999999999996,21,6,2
hit:6595_conv:13191,disappointed,I thought I would get to meet my brother for lunch today. He had to cancel at the last minute_comma_ which made me sad.,No. He had to cancel at the last minute. I'm so disappointed.,Damn that sucks ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€™,-0.422,-0.2953333333333334,-0.3566666666666667,-0.583,0.49,-0.192,12,4,2
hit:9858_conv:19717,afraid,My cat was acting weird earlier. It was starting to scare me,My cat was acting weird earlier. It was starting to scare me a bit,Is you cat ok now? What do you think it is?,-0.08800000000000001,0.044999999999999984,-0.3,0.45299999999999996,-0.33199999999999996,-0.01200000000000001,14,11,3
hit:9858_conv:19717,afraid,My cat was acting weird earlier. It was starting to scare me,He was just running around. I guess that is normal,Most likely. They can be skittish little things.,0.4066666666666667,-0.03466666666666666,-0.15733333333333333,-0.08599999999999997,-0.23480000000000004,-0.3788,10,8,3
hit:11427_conv:22855,furious,I missed my train yesterday. I was so mad at myself!,"I missed my train yesterday. I was so mad at myself!""",Oh dear. Were you late?,-0.07666666666666667,0.24266666666666667,-0.2333333333333333,0.125,-0.208,-0.055999999999999994,11,5,2
hit:11427_conv:22855,furious,I missed my train yesterday. I was so mad at myself!,yes there was an accident on my way.,That is sad. I hope everything turned out okay. ,-0.395,0.18299999999999997,-0.244,0.18799999999999997,-0.208,-0.019333333333333324,8,9,2
hit:11390_conv:22781,proud,By brother won a scratch off sticker lottery ticket! He is giving most of it to charity.,By brother won a scratch off sticker lottery ticket! He is giving most of it to charity.,Wow!  How much did he win?,0.38628571428571423,-0.13514285714285715,-0.07914285714285714,0.854,0.388,0.776,17,6,3
hit:11390_conv:22781,proud,By brother won a scratch off sticker lottery ticket! He is giving most of it to charity.,"He won like $40,000. He is a good man to give it all away to a good cause.",That is awesome that he gave it away!  Maybe good karma will let him win again.,0.5256000000000001,-0.27680000000000005,2.0816681711721684e-18,0.5088,0.1368,0.26280000000000003,18,16,3
hit:11766_conv:23533,anxious,I'm worried about my job interview tomorrow_comma_ I really want this job.  I hate this feeling!,"I'm worried about my job interview tomorrow, I really want this job. I hate this feeling!","I'm sure you will do fine! Just be confident, what is the job/",0.08875000000000001,0.20650000000000002,0.10349999999999998,0.458,-0.32566666666666666,0.38966666666666666,16,13,3
hit:11766_conv:23533,anxious,I'm worried about my job interview tomorrow_comma_ I really want this job.  I hate this feeling!,"It's for a graphic design job, I've never worked in the field but it has always been a passion of mine.","Oh wow that sounds exciting! I'm sure you'll do great, just express that passion!",0.4246666666666666,0.008333333333333326,0.16066666666666668,0.6231428571428571,0.25314285714285717,0.35571428571428576,21,14,3
hit:7634_conv:15269,confident,I was leading an expedition around mountains.,I was in charge of a group that was carrying out an expedition around some mountains. We were out there for 3 days!,What was the weather like?,0.297,0.030666666666666686,0.122,0.474,-0.243,0.013000000000000005,23,5,2
hit:7634_conv:15269,confident,I was leading an expedition around mountains.,"It was horrible - really wet, windy and freezing cold. The poor visibility made navigation very difficult!","Oh wow, did anyone get hurt?",-0.2237777777777778,0.04266666666666666,-0.12866666666666665,-0.198,0.367,-0.04199999999999998,17,6,2
hit:2367_conv:4734,anticipating,I dropped my friend's birthday cake on some kid.,I dropped my friend's birthday cake on some kid.,Oh wow that's horrible. Was the kid ok?,0.6926666666666667,0.11466666666666665,-0.22666666666666668,-0.16899999999999998,0.31,-0.304,9,8,2
hit:2367_conv:4734,anticipating,I dropped my friend's birthday cake on some kid.,The kid was pretty bewildered. We bought him some dessert to make up for it though.,Haha. You already gave him a whole cake. Did he need more dessert?,0.3216,0.0040000000000000036,-0.18280000000000002,0.364,-0.1015,-0.2685,16,13,2
hit:7198_conv:14396,guilty,One time I saw something really cool in a guy's house that I barely liked. I took it and even though I didn't like him that much I couldn't help but feel guilty.,"One time I saw something I wanted in a guy's house that I didn't even like much, so I took it. I felt bad after I did.",seems worth it tho,0.010285714285714296,-0.24257142857142858,-0.02428571428571429,0.744,0.02,0.778,27,4,1
hit:7198_conv:14396,guilty,One time I saw something really cool in a guy's house that I barely liked. I took it and even though I didn't like him that much I couldn't help but feel guilty.,Yeah it was pretty worth ,nice,0.747,0.026000000000000002,0.45,0.86,-0.116,0.3,5,1,1
hit:7285_conv:14570,apprehensive,I made a mistake at work. My manager have set a meeting to talk about it. I am a little bit worried.,I made a mistake at work. My manager have set a meeting to talk about it. I am a little bit worried.,what do you think is going to happen?,0.013777777777777778,-0.01755555555555556,-0.018000000000000006,0.422,0.084,0.13666666666666666,22,8,1
hit:7285_conv:14570,apprehensive,I made a mistake at work. My manager have set a meeting to talk about it. I am a little bit worried.,I don't know. My manager seemed a little bit angry.,ah well good luck,-0.07039999999999999,-0.11600000000000003,0.05719999999999999,0.792,-0.14200000000000002,0.251,10,4,1
hit:2480_conv:4960,jealous,My brother got a new computer.,My brother got a brand new computer!,That's awesome! What kind?,0.552,-0.2545,0.157,0.8979999999999999,0.137,0.509,7,4,3
hit:2480_conv:4960,jealous,My brother got a new computer.,"It's not awesome, because I did not get one.",Oh. I am very sorry to hear that. Did your parents buy it for him?,0.508,0.18866666666666668,0.2853333333333334,0.3745,-0.04149999999999998,0.064,9,15,3
hit:8040_conv:16080,afraid,I told a friend I'd go bungee jumping with them a long time ago_comma_ and recently they've decided they'd like to take me up on that offer. But I'm really scared of heights.,"A while back I said to my friend, ""Yeah sure, I'd go bungee jumping with you one day"". Well I forgot about it and now I'm supposed to go bungee jumping with them fairly soon, but I'm scared of heights reaally bad.","lol sorry for laughing , but that sounds like something i would agree to and forget, im afraid of heights too ",0.09385714285714286,-0.08371428571428571,-0.09457142857142857,0.15422222222222226,-0.028666666666666667,-0.18577777777777776,42,21,2
hit:8040_conv:16080,afraid,I told a friend I'd go bungee jumping with them a long time ago_comma_ and recently they've decided they'd like to take me up on that offer. But I'm really scared of heights.,"Okay, well at least you can relate. I'm dreading it soooo much, haha. Why would I say something like that","sometimes when my friends are annoying me , i tune out ... later o yeah we are supposed to do this today and blah , blah , blah",0.07433333333333332,-0.10166666666666667,-0.06366666666666666,0.15600000000000003,-0.007666666666666655,-0.12533333333333332,20,28,2
hit:11786_conv:23573,anticipating,I can't wait for the next Avatar movie to come out. It seems like it was such a long time ago when the first movie came out. I can hardly stay patient any longer.,I am so looking forward to the next Avatar sequel. It seems like I have been waiting forever. I am growing impatient.,Avatar the Airbender or James Cameroons Avatar?,0.17742857142857146,-0.11685714285714287,0.05485714285714286,0.266,-0.18,0.134,22,7,3
hit:11786_conv:23573,anticipating,I can't wait for the next Avatar movie to come out. It seems like it was such a long time ago when the first movie came out. I can hardly stay patient any longer.,James Cameron's Avatar. I love sci fi and cant wait to see what happens to the Na'vi next.,Ah yes it has been a long time since that movie came out! It has some of the best CGI ever.,0.246,-0.3175,-0.092,0.2913333333333333,-0.19933333333333333,0.082,18,21,3
hit:9754_conv:19508,annoyed,I had a very specific deadline.And none of my co-workers would leave me alone to complete my work because it was friday.,I have a deadline at work coming up.,For what kind of project?,0.1715,0.0085,0.1515,0.643,-0.298,0.471,8,5,3
hit:9754_conv:19508,annoyed,I had a very specific deadline.And none of my co-workers would leave me alone to complete my work because it was friday.,"It is top-secret. But every time I try and get serious work done, my co-workers won't leave me alone.",Did you tell them to leave you alone?,0.1666,-0.0912,0.0918,-0.16066666666666668,-0.4453333333333333,-0.3546666666666667,19,8,3
hit:1251_conv:2503,faithful,I know my Falcons will win the Super Bowl this year.,I know my Falcons will win the Super Bowl this year.,"Falcons fan, huh? That's cool. I like the Green Bay Packers. You guys knocked us out of the playoffs a couple years ago because of our bad defense :(",0.42,-0.013666666666666652,0.2743333333333334,0.20828571428571427,-0.05314285714285715,0.05685714285714286,11,29,3
hit:1251_conv:2503,faithful,I know my Falcons will win the Super Bowl this year.,"Yes, I was at that game.","Are you serious? I bet that was fun, to see you guys get to the Super Bowl on that. Memorable night.",0.47,0.576,-0.014,0.35340000000000005,0.03440000000000001,0.11080000000000001,6,21,3
hit:3758_conv:7517,angry,My neighbor would stay up all night playing LoL. He'd be yelling into his headset at 4am when I was trying to sleep_comma_ it was infuriating.,"I used to have this obnoxious neighbor who stayed up all night playing League of Legends, he drove me nuts screaming into his headset all hours of the day and night.",Doesn't he understand that people have to go to work in the morning?,0.07546666666666665,-0.1628,-0.15400000000000003,0.31239999999999996,-0.18160000000000004,0.11239999999999999,31,13,3
hit:3758_conv:7517,angry,My neighbor would stay up all night playing LoL. He'd be yelling into his headset at 4am when I was trying to sleep_comma_ it was infuriating.,"His parents paid his bills so no, he didn't understand that sadly. I tried talking to him about it but clearly he didn't get the picture as he kept doing it.",You might have to file a noise complaint with the police.,0.15633333333333332,-0.23666666666666666,0.12766666666666668,-0.3295,0.2875,-0.01899999999999999,31,11,3
hit:4595_conv:9190,surprised,I opened my front door and there was an unexpected package... it was a birthday gift from my mom that I was not expecting!,I opened my front door and there was an unexpected package... it was a birthday gift from my mom that I was not expecting!,I bet that was a nice feeling,0.4085,-0.03474999999999999,-0.045250000000000005,0.414,-0.020666666666666667,0.07533333333333332,24,7,3
hit:4595_conv:9190,surprised,I opened my front door and there was an unexpected package... it was a birthday gift from my mom that I was not expecting!,Yes it made me so happy,I am happy for you,1.0,0.47,0.544,1.0,0.47,0.544,6,5,3
hit:1313_conv:2627,disappointed,My dog peed all over my new_comma_ fresh_comma_ funky socks yesterday,"My dog peed all over the fresh, funky socks that I just purchased.",Did you return the socks?,0.3215,-0.14300000000000002,-0.2475,0.102,-0.42100000000000004,-0.247,13,5,1
hit:1313_conv:2627,disappointed,My dog peed all over my new_comma_ fresh_comma_ funky socks yesterday,"No, unfortunately the store wouldn't take them back. As punishment, I am forcing my dog to wear the socks. ",That is mean.,-0.09625,-0.054,-0.285,-0.12,-0.066,0.24,19,3,1
hit:1092_conv:2184,jealous,A lady got a promotion for a job_comma_ because she's related to the hiring manager.,"A lady got a promotion for a job, because she's related to the hiring manager.",Isn't that illegal?,0.5024,0.0764,0.4016,-0.878,0.574,-0.326,15,3,2
hit:1092_conv:2184,jealous,A lady got a promotion for a job_comma_ because she's related to the hiring manager.,"Not sure, but she's got the job. Everyone is afraid to say anything.",That is a tough situation.,-0.0004999999999999796,-0.05199999999999999,0.11850000000000001,-0.125,-0.02500000000000001,0.34199999999999997,13,5,2
hit:679_conv:1359,sad,When my dog died when I was younger.,"When I was younger, my dog died. He was getting up there in age, but he was still on the young side. Later, we heard the pet food we had been feeding him had been recalled because of similiar fatalities.",Sorry to hear that. Did someone do anything against the company selling the food?,0.014285714285714282,-0.11057142857142858,-0.12742857142857145,0.48000000000000004,-0.23,-0.009499999999999993,40,14,3
hit:679_conv:1359,sad,When my dog died when I was younger.,"No, they just had a recall. Apparently they didn't clean out their machines properly when making the food, so it got contaminated. ",Someone should have sued them.,0.12633333333333333,-0.2483333333333333,0.017666666666666664,0.514,-0.222,0.186,22,5,3
hit:7922_conv:15845,grateful,Never thought i could merit the honorary doctorate award given to me by my alumni ,"Ive really desired a doctorate ,but my busy schedle would not allow me","Aw, can't fit any classes into your schedule?",0.1845,-0.09,0.13999999999999999,0.18000000000000002,-0.2373333333333333,0.08933333333333333,13,8,2
hit:7922_conv:15845,grateful,Never thought i could merit the honorary doctorate award given to me by my alumni ,"Well, you wont understand, But i was awarded a doctorate by my alumni institution.","Oh congratulations, you must be smart!",0.19560000000000002,-0.25,0.1948,0.508,0.17933333333333334,0.3873333333333333,14,6,2
hit:8240_conv:16480,prepared,I had a presentation at work. I worked really hard on it and went over it several times the night before.,I worked for weeks on a presentation for work. I practiced over and over. I felt relaxed the morning of.,That's good! That probably means you worked on it until it became something you're proud of.,0.3797142857142857,-0.20628571428571427,0.036,0.5226666666666667,0.023333333333333334,0.35133333333333333,20,16,3
hit:8240_conv:16480,prepared,I had a presentation at work. I worked really hard on it and went over it several times the night before.,You are right! I was really proud of it! I'm glad I worked so hard on it. It lessened the anxiety that I usually have!,"Maybe I could learn from that. I get really nervous when I have to do any public speaking, so maybe if I just prepared for it better it would help.",0.21280000000000004,0.354,0.31239999999999996,0.25725,0.12999999999999998,0.14200000000000002,25,30,3
hit:4406_conv:8813,hopeful,when i applied for a new job i was very happy,i am very confident i got this new job,That's awesome! I hope you get the good news soon.,0.584,-0.09666666666666666,0.34800000000000003,0.6872,0.10240000000000002,0.3764,9,10,3
hit:4406_conv:8813,hopeful,when i applied for a new job i was very happy,i am excited to hear back!,Early congratulations to ya!,0.4039999999999999,0.142,-0.00733333333333334,0.581,0.15300000000000002,0.14300000000000002,6,4,3
hit:11842_conv:23684,anticipating,I cant wait for red dead redemption 2 to come out,I cant wait for red dead redemption 2 to come out,sounds like you really enjoy this game. does is seem promising?,-0.3568,-0.3268,-0.22479999999999997,0.48,0.11333333333333333,0.08099999999999999,11,11,3
hit:11842_conv:23684,anticipating,I cant wait for red dead redemption 2 to come out,yea ive been waiting years for the game looks amazing,"to be completely honest with you, i never played that game. but i hope it will come out soon!",0.29733333333333334,0.029666666666666675,0.058999999999999976,0.4902857142857142,-0.244,0.2911428571428571,10,19,3
hit:11951_conv:23902,caring,When my grandmother got ill_comma_i was spending my whole summer with her and helping her.,"When my grandmother got ill,i was spending my whole summer with her and helping her",That was nice of you. Is she still alive?,0.06519999999999998,-0.2084,-0.1688,0.746,0.07900000000000001,0.381,15,9,3
hit:11951_conv:23902,caring,When my grandmother got ill_comma_i was spending my whole summer with her and helping her.,No she got cancer and died after that.But still i am glad i have spent some time with her.,Sorry about her death. At least you enjoyed your time with her.,-0.11066666666666669,0.02566666666666668,0.02033333333333334,-0.306,-0.08666666666666667,-0.138,19,12,3
hit:8646_conv:17293,anxious,One time I had an in person interview for a job. I did not really feel prepared for it,I had a job interview that I didn't really feel prepared for.,That's rough. Did you end up getting the job?,0.38949999999999996,0.19649999999999998,0.33249999999999996,-0.13466666666666668,0.12266666666666666,0.09799999999999999,12,9,3
hit:8646_conv:17293,anxious,One time I had an in person interview for a job. I did not really feel prepared for it,I did not get it unfortunately. ,"Well, there's always next time. At least you can chalk it up as a learning experience.",-0.15600000000000003,0.088,-0.05199999999999999,0.3244,-0.18440000000000004,0.06520000000000001,6,16,3
hit:10670_conv:21341,trusting,My brother asked to borrow money from me and promised to pay me back. He has trouble with money but I lent it to him anyway,My brother isn't very good with money but i just lent him some,"Uh oh, be careful about that, you don't want him becoming dependent on you for handouts. ",0.7366666666666667,-0.10866666666666669,0.27133333333333337,0.10500000000000002,-0.0175,0.0385,13,16,3
hit:10670_conv:21341,trusting,My brother asked to borrow money from me and promised to pay me back. He has trouble with money but I lent it to him anyway,"Yeah I don't do that often, but i am certain he will be able to pay me back this time","Well that's good. I hope it works out for both of you, maybe you could give him some budgeting tips. ",0.26666666666666666,-0.16833333333333333,0.25166666666666665,0.6168,-0.26080000000000003,0.2164,20,20,3
hit:10178_conv:20356,content,We went over my grandma's house for the holidays. I loved being with my relatives. The cooking was divine. I felt so happy. ,We went over my grandmother's house one holiday. Everyone was spending quality time together and cooking and it was just so special. ,Was it a holiday?,0.4048888888888888,-0.1891111111111111,0.13533333333333333,0.896,-0.138,0.186,22,4,2
hit:10178_conv:20356,content,We went over my grandma's house for the holidays. I loved being with my relatives. The cooking was divine. I felt so happy. ,"Yes, it was. My family usually is far, but some people came into town. It was just nice to be together. ",It sounds like a fun event.,0.5323333333333333,-0.2813333333333333,0.21066666666666667,0.5734999999999999,0.24600000000000002,0.08750000000000001,21,6,2
hit:11522_conv:23045,ashamed,I had to take a test for work and didnt have time to study so i snuck notes in so i could get a high score. ,I had to take a test for work and didnt have time to study so i snuck notes in so i could get a high score.,"i hate to ask what happen, I imagine something went wrong",0.3202222222222222,-0.12511111111111112,0.1711111111111111,-0.184,0.18960000000000002,0.00279999999999999,26,11,3
hit:11522_conv:23045,ashamed,I had to take a test for work and didnt have time to study so i snuck notes in so i could get a high score. ,"no i actually got promoted because of my high score, but i felt bad for cheating. ","that is the problem with cheating, you have to live with it especially if you have a conscious, all I can say is to use this promotion as a lesson to better prepare yourself next time",0.061,-0.03,0.07100000000000001,0.2636,-0.026200000000000008,0.1708,16,36,3
hit:4803_conv:9606,trusting,I am waiting on my friend to come over. They are bringing me a medicine for my pet.,I have a sick dog in my house.,I'm sorry. That must make you sad.,0.07599999999999998,-0.27249999999999996,-0.16549999999999998,-0.1385,-0.2515,-0.359,8,7,2
hit:4803_conv:9606,trusting,I am waiting on my friend to come over. They are bringing me a medicine for my pet.,"Yes, but I am awaiting a friend. They are bringing me the right medicine to help my pet.",Glad there's hope for you.,0.5608,-0.2476,0.09079999999999999,0.865,0.07700000000000001,0.479,18,5,2
hit:11329_conv:22658,embarrassed,I was bending over while working the concession stand and split my pants.,"Goodness, I was working the concession stand at Emma's ball game. I bent over to grab a box of crackers and split my pants open!!!",Oh my gosh!!! That's pretty funny. Did anyone see what happened?,0.18630769230769229,-0.06000000000000001,-0.060461538461538455,0.6186666666666666,-0.07,-0.04066666666666666,25,11,3
hit:11329_conv:22658,embarrassed,I was bending over while working the concession stand and split my pants.,"Well of course, there was a whole line of fans getting snacks.. I grabbed a coat and tied it around my waist.","Thankfully you had a sweater, but geez how embarrassing. ",0.28,-0.30766666666666664,-0.18599999999999997,-0.10200000000000002,-0.033333333333333326,-0.39333333333333337,22,9,3
